person_id,Name,Role,email,phone,linkedin
23550,Varun Graham,Associate Associate Associate,,,
23551,Varun Gray,Freelance Front-end Web Developer (Remote),,,
23552,Varun Green,Flex Driver,,,https://www.linkedin.com/in/ymalkawi
23553,Varun Griffiths,Liz,,,
23554,Varun Hall,Quality Assurance Analyst,,,
23555,Varun Harris,Front End Developer,,,
23556,Varun Harrison,Cloud networking support engineer,,,
23557,Varun Harvey,Devyn Bratten,,,http://linkedin.com/in/devynbratten
23558,Varun Hayes,Front End Developer,,,
23559,Varun Henderson,Front End Web Developer Intern,,,http://www.linkedin.com/in/wei-chin-neoh-122965131
23560,Varun Hill,Chase Love,,,http://linkedin.com/in/chase-love
23561,Varun Holloway,Teacher Assistant,,,
23562,Varun Holmes,Job Seeker,,,
23563,Varun Hopkins,Jordan Janzen,,,https://www.linkedin.com/in/jordancjanzen
23564,Varun Howard,John Macintire,,,http://linkedin.com/in/john-macintire
23565,Varun Hughes,Jude D. Arthur,,,https://www.linkedin.com/in/jude-d-arthur
23566,Varun Hunt,Front End Developer,,,
23567,Varun Hunter,Front end Web Developer,,,
23568,Varun Jackson,UI Developer UI Developer FRONT END UI DEVELOPER,,,
23569,Varun Jenkins,Brady Cartmell,,,https://www.linkedin.com/in/bradycartmell
23570,Varun Johnson,Visual Designer,,,
23571,Varun Jones,Remote Mysql database/web admin,,,
23572,Varun Kelly,Burak Carkci,,,https://www.linkedin.com/in/burak-carkci
23573,Varun Robinson,Blake Grant,,,https://www.linkedin.com/in/blake-grant-903908ab
23574,Varun Knight,"Front End JS Angular, React and SDK Developer",,,
23575,Varun Lawrence,Govinda Baweja,gbaweja@kent.edu,330-327-8455,https://www.linkedin.com/in/govindabaweja/
23576,Varun Lewis,Associate Experience Designer,,,
23577,Varun Lloyd,FRONT END DEVELOPER,,,
23578,Varun Marshall,Markel Corporation,,,
23579,Varun Martin,Front End Developer,,,
23580,Varun Mason,miamisbug,,,
23581,Varun Matthews,Anirudh Thakur,,,https://www.linkedin.com/in/anirudhth
23582,Varun Miller,Arjan Eskandari,,,http://linkedin.com/in/arjan-eskandari
23583,Varun Mills,Archana Potnis,,,https://www.linkedin.com/in/archanapotnis
23584,Varun Mitchell,Student Programmer,,,
23585,Varun Moore,Bryan Sayson,,,http://linkedin.com/in/bryansayson
23586,Varun Morgan,Back-end Developer,,,
23587,Varun Morris,Aaron Lopez,,(516)246-6882,http://linkedin.com/in/aarlopez
23588,Varun Murray,Ronnie Myers,,,https://www.linkedin.com/in/theronniemyers/
23589,Varun Myers,Troy Carson,,,https://www.linkedin.com/in/troycarson/
23590,Varun Nelson,Software Quality Assurance Engineer Software Quality Assurance Engineer Software Engineer,,,http://linkedin.com/in/pratgog
23591,Varun Owen,Programmer Programmer Programmer,,,
23592,Varun Palmer,Leanne Cheung,,,https://www.linkedin.com/in/leannecheung
23593,Varun Parker,Shruthi TR,,,https://www.linkedin.com/in/shruthitr16
23594,Varun Payne,Front- End Developer,,,
23595,Varun Pearce,Siddharth Parmar,,,http://www.linkedin.com/in/siddharth11
23596,Varun Pearson,Web Developer,,,
23597,Varun Phillips,Software Developer - Front- End and QA Automation Software Developer - Front-End and QA Automation Software Developer - Front- End and QA,,,
23598,Varun Porter,Machine Learning Research Assistant,,,
23599,Varun Powell,Senior Full Stack Web Developer,,,
23600,Varun Price,WordPress Designer/ Developer,,,
23601,Varun Reed,Konstantine Vogiantzis,,,https://www.linkedin.com/in/konstantine-vogiantzis-533a8bb9
23602,Varun Reynolds,Job Seeker,,,
23603,Varun Richards,Bobby Dicicco,,,https://codepen.io/bobby-dicicco/
23604,Varun Richardson,Software Engineer,,,
23605,Varun Roberts,Yizhou Zhang,yz523@drexel.edu,(267) 882-5362,github.com/yz523
23606,Varun Awasthi,Samrawi Twoldeyohannis,,,http://www.linkedin.com/in/samrawitwoldeyohannis
23607,Varun Dube,Front- End Developer,,,
23608,Varun Grewal,Full Stack Developer,,,
23609,Varun Guptan,Front End Developer,,,
23610,Varun Haldar,Front-End Web Developer,,,
23611,Varun Kapany,Front- End Developer,,,
23612,Varun Lal,Alexander Chaparro,,,
23613,Varun Majumdar,Front End/UI Developer,,,
23614,Varun Meena,Front-end Developer,,,
23615,Varun Nigam,Front End Developer,,,
23616,Varun Patel,Job Seeker,,,
23617,Varun Rao,Front-End Web Developer,,,
23618,Varun Ray,Clawson,,,
23619,Varun Reddy,Front End/UI Developer,,,
23620,Varun Samant,William Mech,,,https://www.linkedin.com/in/williammech
23621,Varun Sarabhai,Cooper Goeke,,,http://www.coopergoeke.com
23622,Varun Sen,Full Stack Developer,,,
23623,Varun Shekhar,Front-end Developer,,,
23624,Varun Soni,Front End Developer,,,
23625,Varun Thakur,Front End Developer,,,
23626,Varun Uppal,James Greve,,,http://linkedin.com/tylerjamesgreve
23627,Varun Vyas,Front End Web Developer,,,
23628,Varun Bhonsle,Front-end Developer,,,
23629,Varun Chakravarty,Front End Developer,,,
23630,Varun Khattar,Full Stack Developer,,,
23631,Varun Atkinson,Front End Developer,,,
23632,Varun Barton,SQA SQA,,,
23633,Varun Booth,Justin Stoner,,,https://www.linkedin.com/in/justin-stoner-95160487
23634,Varun Burgess,Front End Developer,,,
23635,Varun Clayton,Recent college graduate looking to get experience in the information technology field,,,
23636,Varun Crosby,Job Seeker,,,
23637,Varun Davenport,"Front-End Developer, freelancer",,,
23638,Varun Glover,Junior Front End Developer,,,
23639,Varun Hampton,Front End Developer,,,
23640,Varun Hardy,Francesca Guerrieri,,,https://www.linkedin.com/in/francesca-guerrieri-20483257/
23641,Varun Harrington,Independent Contractor,pydummy1@gmail.com,(617) - 487 - 9347,
23642,Varun Holt,Front End Developer,,,
23643,Varun Kendall,Lead Front-end Developer,,,http://linkedin.com/in/sowmya-suresh
23644,Varun Lambert,Senior front end developer,,,
23645,Varun Mercer,Front End Web Developer,,,
23646,Varun Newton,Front End Developer,,,
23647,Varun Perkins,Front End Developer,,,
23648,Varun Potter,UI- Developer UI-Developer UI- Developer,,,
23649,Varun Preston,Front End Developer,,,
23650,Varun Rowe,Front End Developer,,,
23651,Varun Sinclair,Front- End Developer Apprentice,,,
23652,Varun Sutton,UI Developer,,,
23653,Varun Underwood,Senior Front End Developer,,,
23654,Varun Vance,FRONT- END DEVELOPER,,,
23655,Varun Webster,UI/ Front-end Developer,,,
23656,Vedant Acharya,Front End Developer,,,
23657,Vedant Adhikari,Front End Developer,,,
23658,Vedant Agarwal,Front- End Developer,,,
23659,Vedant Agnihotri,Front End Developer,,,
23660,Vedant Ahuja,Front-End Software Developer,,,
23661,Vedant Ahluwalia,Senior Front End Developer,,,
23662,Vedant Bajpai,Junior Front End Developer,,,
23663,Vedant Bakshi,Gabriel Cabral,,,https://www.linkedin.com/in/gabriel-cabral-1a4760122/
23664,Vedant Balakrishnan,Front- End Developer,,,
23665,Vedant Banerjee,Front End Developer,,,
23666,Vedant Bansal,Front End Developer,,,
23667,Vedant Barman,Cashier Cashier,,,
23668,Vedant Bedi,Gilbert,,,
23669,Vedant Bhaduri,Senior Front End Developer,,,
23670,Vedant Bhagat,Chernovcy,,,
23671,Vedant Bhandari,Front End Developer,,,
23672,Vedant Bhardwaj,Front End Developer,,,
23673,Vedant Bhat,UI Developer,,,
23674,Vedant Bhatia,Front- End Developer,,,
23675,Vedant Bhatnagar,Dipti Prakash Barik,,,
23676,Vedant Bhatt,Web Designer / Front-end Developer,,,
23677,Vedant Bhattacharya,Job Seeker,,,
23678,Vedant Chakraborty,Front-End Developer/Designer,,,
23679,Vedant Chatterjee,Darrell K Malone,,,
23680,Vedant Chaturvedi,Eugene,,,
23681,Vedant Chaudhry,Senior Front-End Developer,,,
23682,Vedant Chauhan,Front End Developer,,,
23683,Vedant Chopra,Front-End Web Developer,,,
23684,Vedant Choudhury,Web Developer,,,
23685,Vedant Dalal,Front End Web Developer,,,
23686,Vedant Das,Front End Developer,,,
23687,Vedant Dasgupta,FRONT- END DEVELOPER,,,
23688,Vedant Dave,Front End Developer,,,
23689,Vedant Deshmukh,Lynn,,,
23690,Vedant Deshpande,Front End Developer,,,
23691,Vedant Dewan,Front End Web Developer,,,
23692,Vedant Dey,Front End Developer,,,
23693,Vedant Dhar,Ian Narcisse Cousar,,,https://www.linkedin.com/in/iannarcissecousar
23694,Vedant Dhawan,Vitalii Tishchenko,,,https://www.linkedin.com/in/vitalii-tishchenko-b19394141
23695,Vedant Dixit,Front-End Developer,,,
23696,Vedant Dubey,Front End Web Developer,,,
23697,Vedant Dutta,Front End Web Developer,,,
23698,Vedant Dwivedi,Alex F Johnson,,,
23699,Vedant Gandhi,Front- End Developer,,,
23700,Vedant Ganguly,Job Seeker,,,http://linkedin.com/in/chrisvalmonte
23701,Vedant Garg,Intermediate Front-End Developer,,,
23702,Vedant Gaikwad,Front End Web Developer,,,https://www.linkedin.com/in/jacob-pedersen-482761122/
23703,Vedant Gautam,Front End Developer,,,
23704,Vedant Ghoshal,"Mdea, inc",,,
23705,Vedant Ghosh,Freelance Front End Developer,,,
23706,Vedant Gill,NATNAEL MENAMO,,,
23707,Vedant Goel,Frontend Web Developer,,,
23708,Vedant Gokhale,Front End Web Developer,,,
23709,Vedant Goswami,Front End Developer,,,
23710,Vedant Grover,Front End Developer,,239-597-3123,
23711,Vedant Guha,Front- End Developer,,,
23712,Vedant Gulati,Front End Developer,,,
23713,Vedant Gupta,Front End Developer,,,
23714,Vedant Hegde,Brendon Folsom,,,
23715,Vedant Iyengar,Krutika Mude,,,http://linkedin.com/in/krutika-mude-01ab6984
23716,Vedant Iyer,Front End Developer,,,
23717,Vedant Jadhav,Front End Developer,,,http://linkedin.com/in/nickinnon
23718,Vedant Jain,Web Developer,,,http://www.linkedin.com/in/aksh16
23719,Vedant Jaiswal,Freelance Developer,,,
23720,Vedant Jha,Front End Developer,,,
23721,Vedant Joshi,Front End Developer,,,
23722,Vedant Kale,Front-end Developer,,,
23723,Vedant Kapoor,Web Developer,,,
23724,Vedant Kashyap,Front End Developer,,,
23725,Vedant Kaul,Front- End Developer,,,
23726,Vedant Kaur,Front End Application Developer,,,
23727,Vedant Khanna,Software Developer,,,
23728,Vedant Khatri,Front End Web Developer,,,
23729,Vedant Kothari,Back End Web Developer,,,
23730,Vedant Kulkarni,Front- End Developer,,,
23731,Vedant Kumar,Front-end Developer,,,https://www.linkedin.com/in/ashujainvi
23732,Vedant Mahajan,Lead Developer,,,http://www.linkedin.com/in/amarchugg
23733,Vedant Mahapatra,Front End Developer,,,
23734,Vedant Maheshwari,Front- End Developer,,,
23735,Vedant Malhotra,Front-end Developer,,,
23736,Vedant Malik,Front- End Developer,,,
23737,Vedant Mathur,Web Developer Web Developer Front- End Web Developer,,,https://linkedin.com/in/jeff-kramer-b88a0895
23738,Vedant Mehra,Creative Developer,,,
23739,Vedant Mehta,Front End Developer,,,
23740,Vedant Menon,Andrii Gaivoronskyi,,,http://linkedin.com/in/andrii-gaivoronskyi
23741,Vedant Mishra,Front End Developer,,,
23742,Vedant Misra,Frontend Developer Frontend Developer Front End Developer,,,
23743,Vedant Mittal,UI Developer,,,
23744,Vedant Modi,FRONT END DEVELOPER,,,
23745,Vedant Mohanty,Debrucellc,,,
23746,Vedant Mukherjee,Web Developer Web Developer Computer Engineer,,,
23747,Vedant Mukhopadhyay,Logan,,,
23748,Vedant Nagar,Front End Developer,,,
23749,Vedant Naidu,AJAY MISTRY,ajaymistry712@yahoo.com,(361-228-9102),https://www.linkedin.com/in/ajay-mistry-278b6a7a
23750,Vedant Naik,UI Developer,,,
23751,Vedant Nair,Alexander Frize,,,https://www.linkedin.com/in/alexanderfrize
23752,Vedant Nambiar,Web Developer,,,
23753,Vedant Nanda,Software Developer,,,
23754,Vedant Narang,Software Developer/ Front end Developer,,,
23755,Vedant Narayan,Web Developer,,,
23756,Vedant Abbott,UI Developer,,,
23757,Vedant Adams,Front End Developer,,,
23758,Vedant Allen,Developer Developer,srosenthal82@gmail.com,407-312-9455,LinkedIn
23759,Vedant Anderson,Front End Developer,,,
23760,Vedant Armstrong,Front-end Developer,,,
23761,Vedant Bailey,Front-End Developer,,,
23762,Vedant Baker,Enterprise Architect,,,
23763,Vedant Barker,Developer Developer,,,
23764,Vedant Barnes,Front End Developer,,,
23765,Vedant Bell,Johnson and Johnson,,,
23766,Vedant Bennett,Artur Kukharski,,,http://linkedin.com/in/arturkukharski
23767,Vedant Blackwood,Front-End Developer,,,
23768,Vedant Bradley,Meeami Technologies,,,
23769,Vedant Brooks,Front End Developer,,,
23770,Vedant Brown,Marko Bukovac,,,http://www.linkedin.com/in/marko-bukovac-8b263562
23771,Vedant Butler,Vlad Yaremenko,,,
23772,Vedant Campbell,Front End Developer,,,
23773,Vedant Carter,Front End Developer,,,
23774,Vedant Chapman,Front End Developer,,,
23775,Vedant Clark,"Web Developer, Front- End Developer",,,
23776,Vedant Clarke,Karthik Diwakar Chowdary,karthikdc88@gmail.com,313-877-3167,linkedin.com/in/karthik-diwakar-chowdary
23777,Vedant Cole,Front End Developer,,,
23778,Vedant Collins,Front End Developer,,,
23779,Vedant Cook,Front End Developer,,,
23780,Vedant Cooper,Web Developer,,,
23781,Vedant Cox,Front End Developer,,,
23782,Vedant Davies,Fullstack Developer Fullstack Developer Fullstack Developer,,,
23783,Vedant Davis,Software Developer,,,
23784,Vedant Dawson,System Operation Engineer,,,
23785,Vedant Day,Front- End Developer,,,
23786,Vedant Dixon,"Winston-Salem, NC",,,http://www.linkedin.com/in/hariramm7
23787,Vedant Edwards,Front End Developer,,,
23788,Vedant Elliott,Front End Developer,,,
23789,Vedant Ellis,Web developer,,,
23790,Vedant Evans,Smruti Tatavarthy,,,https://www.linkedin.com/in/smruti-tatavarthy-7190251a
23791,Vedant Fairchild,Front End Developer,,,
23792,Vedant Faulkner,Front End Developer,,,
23793,Vedant Fisher,Web Developer Web Developer Front- End Developer - Web Developer,,,
23794,Vedant Fletcher,Front End Developer,,,
23795,Vedant Ford,Front end UI developer,,,
23796,Vedant Foster,Augusta Hitech Soft Solutions,,,
23797,Vedant Fox,Front end developer,,,
23798,Vedant Gibson,Job Seeker,,,
23799,Vedant Graham,Front-end Developer,,,
23800,Vedant Gray,Front End Developer,,,
23801,Vedant Green,Front End UI Developer,,,
23802,Vedant Griffiths,Front-end Developer And Designer,,,
23803,Vedant Hall,Front End Developer,,,
23804,Vedant Harris,Front-End UI Developer,,,
23805,Vedant Harrison,Front End Engineer,,,
23806,Vedant Harvey,Front- end Web Developer,,,
23807,Vedant Hayes,Davinder P Singh,,,http://Website-DavinderPSingh.github.io
23808,Vedant Henderson,Java Developer/ Front end Developer,,,
23809,Vedant Hill,Front End Developer,,,
23810,Vedant Holloway,Mohan Venkat Gurrala,,,https://linkedin.com/in/mohan-venkat-gurrala-a72a37165
23811,Vedant Holmes,Front-End Developer,,,
23812,Vedant Hopkins,Arjun Kapoor,,,http://www.linkedin.com/in/kapoorarjun
23813,Vedant Howard,Front End Developer,,,
23814,Vedant Hughes,FRONT- END DEVELOPER,,,
23815,Vedant Hunt,Front End Devleopr,,,
23816,Vedant Hunter,Front End Engineer,,,
23817,Vedant Jackson,Front End Developer,,,
23818,Vedant Jenkins,Job Seeker,,,
23819,Vedant Johnson,Front End Developer,,,www.linkedin.com/in/cchung
23820,Vedant Jones,Zilly Home,,,
23821,Vedant Kelly,Front End Engineer,,,
23822,Vedant Robinson,Mohamed Sayed,,,
23823,Vedant Knight,Front End Developer,,,
23824,Vedant Lawrence,Web Developer (UI),,,
23825,Vedant Lewis,Rodney Solomon Jr.,,,http://rodneysolomonjr.net
23826,Vedant Lloyd,"Edison, NJ",,,
23827,Vedant Marshall,Front End Developer,developer331@gmail.com,-9324469,developer_100
23828,Vedant Martin,Java Front End Developer,,,
23829,Vedant Mason,Quality Assurance Engineer - Remote,,,
23830,Vedant Matthews,Front End Developer,,,
23831,Vedant Miller,Outsystems Developer,,,
23832,Vedant Mills,Front End UI Developer,,,
23833,Vedant Mitchell,Front End Developer,,,
23834,Vedant Moore,Front End/UI Developer,,,
23835,Vedant Morgan,Web Developer,,,
23836,Vedant Morris,Kretek International Inc,,,
23837,Vedant Murray,Front- End Developer,,,
23838,Vedant Myers,Front End UI Developer,,,
23839,Vedant Nelson,Web Developer,,,
23840,Vedant Owen,Junior Software Developer,,,
23841,Vedant Palmer,Front End/UI Developer,,,
23842,Vedant Parker,Front end developer,,,
23843,Vedant Payne,Segun D. Adebayo,,,http://www.linkedin.com/pub/segun-d-adebayo/71/a33/83/
23844,Vedant Pearce,Robert Bett,,,https://www.linkedin.com/in/robert-bett
23845,Vedant Pearson,Graduate Assistant,,,
23846,Vedant Phillips,Rajiv Barton,rajivbarton@gmail.com,614 935 9364,http://linkedin.com/in/rajivbarton
23847,Vedant Porter,Front End Developer,,,
23848,Vedant Powell,Front- End developer,,,
23849,Vedant Price,Senior Front End Developer,,,
23850,Vedant Reed,Front End Web Developer,,,
23851,Vedant Reynolds,Mahmoud Zougheb,,,https://www.linkedin.com/in/mahmoud-zougheb/
23852,Vedant Richards,Web/ Front End Developer,,,
23853,Vedant Richardson,Senior Front-End Developer,,,http://www.linkedin.com/in/ChrisSaddoris
23854,Vedant Roberts,Frederick,,,
23855,Vedant Awasthi,Lead Front End Developer,,,
23856,Vedant Dube,Senior Front End Developer,,,
23857,Vedant Grewal,Front End/UI Developer,,,
23858,Vedant Guptan,Dylan Fricks,,,http://www.linkedin.com/in/dylan-fricks-02abb249
23859,Vedant Haldar,Maryna Dreieva,,,https://www.linkedin.com/in/maryna-dreieva-185266112
23860,Vedant Kapany,Udemy Instructor,omar.hegazy65@gmail.com,+20 1153393948,omarhegazi.ga
23861,Vedant Lal,UI Developer UI Developer UI Developer,,,
23862,Vedant Majumdar,Stephanie LW,stephanielw88@gmail.com,,
23863,Vedant Meena,Full-Stack Developer,,,
23864,Vedant Nigam,"Leesburg, VA",,,
23865,Vedant Patel,Varun Suresh,,,http://www.linkedin.com/in/sureshvarun
23866,Vedant Rao,Irving,,,
23867,Vedant Ray,Front End Developer,,,
23868,Vedant Reddy,Front End Developer,,,
23869,Vedant Samant,Benjamin Bogard,,,
23870,Vedant Sarabhai,Front End Developer - Freelancer,,,
23871,Vedant Sen,Front end UI developer,,,
23872,Vedant Shekhar,Michael Zhang,,,https://www.linkedin.com/in/michael-zhang-7a8786156/
23873,Vedant Soni,Andrei Ushakov,,,https://www.linkedin.com/in/aushakov1
23874,Vedant Thakur,Grant Kiely,,,
23875,Vedant Uppal,Front- End Engineer,,,
23876,Vedant Vyas,Front End Developer,,,
23877,Vedant Bhonsle,Junior Web Developer,,,
23878,Vedant Chakravarty,Drupal Developer,,,
23879,Vedant Khattar,IOS & AI Developer,,,http://linkedin.com/in/amitbhattarai
23880,Vedant Atkinson,Zach Hardesty,,,https://www.linkedin.com/in/zachhardesty7/
23881,Vedant Barton,UI Developer,,,
23882,Vedant Booth,Full Stack Developer,,,
23883,Vedant Burgess,Java Full Stack developer,,,
23884,Vedant Clayton,Associate Technical Consultant,jazhan16@gmail.com,312.543.1587,
23885,Vedant Crosby,UI Developer UI Developer Front-end Developer,,,https://www.linkedin.com/in/ahlaverty/
23886,Vedant Davenport,Josue Arce,,,https://www.josuearce.com
23887,Vedant Glover,Freelance Web Developer,,,
23888,Vedant Hampton,WordPress Developer,,,http://linkedin.com/in/ubergeekzone
23889,Vedant Hardy,Java UI/ Front-End Developer,July 2018 to Present,"Northern Trust Bank - Chicago, IL",
23890,Vedant Harrington,Technical Advisor,,,
23891,Vedant Holt,Front- End Web Developer,,,
23892,Vedant Kendall,Jessica Winter,,,
23893,Vedant Lambert,Steven Dytewski,,,http://linkedin.com/in/steven-dytewski
23894,Vedant Mercer,"Laurel, DE",,,
23895,Vedant Newton,Front End Developer,,,
23896,Vedant Perkins,Network Manager,,,
23897,Vedant Potter,Michael Menlikalew,,,https://www.linkedin.com/in/michael-menlikalew-320aa231/
23898,Vedant Preston,Xander Sheppard,,,https://www.linkedin.com/in/xander-sheppard-806989162/
23899,Vedant Rowe,CPA Assistant,,,
23900,Vedant Sinclair,Front end developer(Angular),,,
23901,Vedant Sutton,Front- End Developer,,,
23902,Vedant Underwood,Java Developer,,,
23903,Vedant Vance,Front- end Engineer,,,
23904,Vedant Webster,UI/ Front End Developer,,,
23905,Veer Acharya,UI Developer,,,
23906,Veer Adhikari,Jun Jin,,,https://www.behance.net/junjin0403e268
23907,Veer Agarwal,Jr Front End Developer/Web Content Specialist,,,
23908,Veer Agnihotri,MEAN Stack Developer,,,
23909,Veer Ahuja,Karma Drukpa,,,https://www.linkedin.com/in/karma-drukpa
23910,Veer Ahluwalia,CTO / Front-end Developer,,,http://www.github.com/x64Eddie
23911,Veer Bajpai,Front- End Developer,,,
23912,Veer Bakshi,Jackie Santana,,,
23913,Veer Balakrishnan,Front End Engineer II,,,
23914,Veer Banerjee,Front End UI Developer,,,
23915,Veer Bansal,UI Developer,,,
